ZCTA,FIPS,STATE_ABBR,STATE_NAME,Region
08345,34,NJ,New Jersey,Northeast
08346,34,NJ,New Jersey,Northeast
08348,34,NJ,New Jersey,Northeast
08349,34,NJ,New Jersey,Northeast
08350,34,NJ,New Jersey,Northeast
08352,34,NJ,New Jersey,Northeast
08353,34,NJ,New Jersey,Northeast
08360,34,NJ,New Jersey,Northeast
08361,34,NJ,New Jersey,Northeast
08401,34,NJ,New Jersey,Northeast
08402,34,NJ,New Jersey,Northeast
08403,34,NJ,New Jersey,Northeast
08406,34,NJ,New Jersey,Northeast
08501,34,NJ,New Jersey,Northeast
08502,34,NJ,New Jersey,Northeast
08505,34,NJ,New Jersey,Northeast
08510,34,NJ,New Jersey,Northeast
08511,34,NJ,New Jersey,Northeast
08512,34,NJ,New Jersey,Northeast
08514,34,NJ,New Jersey,Northeast
08515,34,NJ,New Jersey,Northeast
08518,34,NJ,New Jersey,Northeast
08520,34,NJ,New Jersey,Northeast
08525,34,NJ,New Jersey,Northeast
08527,34,NJ,New Jersey,Northeast
08528,34,NJ,New Jersey,Northeast
08530,34,NJ,New Jersey,Northeast
08533,34,NJ,New Jersey,Northeast
08534,34,NJ,New Jersey,Northeast
08535,34,NJ,New Jersey,Northeast
08536,34,NJ,New Jersey,Northeast
08540,34,NJ,New Jersey,Northeast
08542,34,NJ,New Jersey,Northeast
08550,34,NJ,New Jersey,Northeast
08551,34,NJ,New Jersey,Northeast
08553,34,NJ,New Jersey,Northeast
08554,34,NJ,New Jersey,Northeast
08555,34,NJ,New Jersey,Northeast
08558,34,NJ,New Jersey,Northeast
08559,34,NJ,New Jersey,Northeast
08560,34,NJ,New Jersey,Northeast
08561,34,NJ,New Jersey,Northeast
08562,34,NJ,New Jersey,Northeast
08608,34,NJ,New Jersey,Northeast
08609,34,NJ,New Jersey,Northeast
08610,34,NJ,New Jersey,Northeast
08611,34,NJ,New Jersey,Northeast
08618,34,NJ,New Jersey,Northeast
08619,34,NJ,New Jersey,Northeast
08620,34,NJ,New Jersey,Northeast
08628,34,NJ,New Jersey,Northeast
08629,34,NJ,New Jersey,Northeast
08638,34,NJ,New Jersey,Northeast
08640,34,NJ,New Jersey,Northeast
08641,34,NJ,New Jersey,Northeast
08648,34,NJ,New Jersey,Northeast
08690,34,NJ,New Jersey,Northeast
08691,34,NJ,New Jersey,Northeast
08701,34,NJ,New Jersey,Northeast
08720,34,NJ,New Jersey,Northeast
08721,34,NJ,New Jersey,Northeast
08722,34,NJ,New Jersey,Northeast
08723,34,NJ,New Jersey,Northeast
08724,34,NJ,New Jersey,Northeast
08730,34,NJ,New Jersey,Northeast
08731,34,NJ,New Jersey,Northeast
08732,34,NJ,New Jersey,Northeast
08733,34,NJ,New Jersey,Northeast
08734,34,NJ,New Jersey,Northeast
08735,34,NJ,New Jersey,Northeast
08736,34,NJ,New Jersey,Northeast
08738,34,NJ,New Jersey,Northeast
08740,34,NJ,New Jersey,Northeast
08741,34,NJ,New Jersey,Northeast
08742,34,NJ,New Jersey,Northeast
08750,34,NJ,New Jersey,Northeast
08751,34,NJ,New Jersey,Northeast
08752,34,NJ,New Jersey,Northeast
08753,34,NJ,New Jersey,Northeast
08755,34,NJ,New Jersey,Northeast
08757,34,NJ,New Jersey,Northeast
08758,34,NJ,New Jersey,Northeast
08759,34,NJ,New Jersey,Northeast
08801,34,NJ,New Jersey,Northeast
08802,34,NJ,New Jersey,Northeast
08804,34,NJ,New Jersey,Northeast
08805,34,NJ,New Jersey,Northeast
08807,34,NJ,New Jersey,Northeast
08808,34,NJ,New Jersey,Northeast
08809,34,NJ,New Jersey,Northeast
08810,34,NJ,New Jersey,Northeast
08812,34,NJ,New Jersey,Northeast
08816,34,NJ,New Jersey,Northeast
08817,34,NJ,New Jersey,Northeast
08820,34,NJ,New Jersey,Northeast
08821,34,NJ,New Jersey,Northeast
08822,34,NJ,New Jersey,Northeast
08823,34,NJ,New Jersey,Northeast
08824,34,NJ,New Jersey,Northeast
08825,34,NJ,New Jersey,Northeast
08826,34,NJ,New Jersey,Northeast
08827,34,NJ,New Jersey,Northeast
08828,34,NJ,New Jersey,Northeast
08829,34,NJ,New Jersey,Northeast
08830,34,NJ,New Jersey,Northeast
08831,34,NJ,New Jersey,Northeast
08832,34,NJ,New Jersey,Northeast
08833,34,NJ,New Jersey,Northeast
08835,34,NJ,New Jersey,Northeast
08836,34,NJ,New Jersey,Northeast
08837,34,NJ,New Jersey,Northeast
08840,34,NJ,New Jersey,Northeast
08844,34,NJ,New Jersey,Northeast
08846,34,NJ,New Jersey,Northeast
08848,34,NJ,New Jersey,Northeast
08850,34,NJ,New Jersey,Northeast
08852,34,NJ,New Jersey,Northeast
08853,34,NJ,New Jersey,Northeast
08854,34,NJ,New Jersey,Northeast
08857,34,NJ,New Jersey,Northeast
08858,34,NJ,New Jersey,Northeast
08859,34,NJ,New Jersey,Northeast
08861,34,NJ,New Jersey,Northeast
08863,34,NJ,New Jersey,Northeast
08865,34,NJ,New Jersey,Northeast
08867,34,NJ,New Jersey,Northeast
08869,34,NJ,New Jersey,Northeast
08872,34,NJ,New Jersey,Northeast
08873,34,NJ,New Jersey,Northeast
08876,34,NJ,New Jersey,Northeast
08879,34,NJ,New Jersey,Northeast
08880,34,NJ,New Jersey,Northeast
08882,34,NJ,New Jersey,Northeast
08884,34,NJ,New Jersey,Northeast
08886,34,NJ,New Jersey,Northeast
08887,34,NJ,New Jersey,Northeast
08889,34,NJ,New Jersey,Northeast
08890,34,NJ,New Jersey,Northeast
08901,34,NJ,New Jersey,Northeast
08902,34,NJ,New Jersey,Northeast
08904,34,NJ,New Jersey,Northeast
10001,36,NY,New York,Northeast
10002,36,NY,New York,Northeast
10003,36,NY,New York,Northeast
10004,36,NY,New York,Northeast
10005,36,NY,New York,Northeast
10006,36,NY,New York,Northeast
10007,36,NY,New York,Northeast
10009,36,NY,New York,Northeast
10010,36,NY,New York,Northeast
10011,36,NY,New York,Northeast
10012,36,NY,New York,Northeast
10013,36,NY,New York,Northeast
10014,36,NY,New York,Northeast
10016,36,NY,New York,Northeast
10017,36,NY,New York,Northeast
10018,36,NY,New York,Northeast
10019,36,NY,New York,Northeast
10020,36,NY,New York,Northeast
10021,36,NY,New York,Northeast
10022,36,NY,New York,Northeast
10023,36,NY,New York,Northeast
10024,36,NY,New York,Northeast
10025,36,NY,New York,Northeast
10026,36,NY,New York,Northeast
10027,36,NY,New York,Northeast
10028,36,NY,New York,Northeast
10029,36,NY,New York,Northeast
10030,36,NY,New York,Northeast
10031,36,NY,New York,Northeast
10032,36,NY,New York,Northeast
10033,36,NY,New York,Northeast
10034,36,NY,New York,Northeast
10035,36,NY,New York,Northeast
10036,36,NY,New York,Northeast
10037,36,NY,New York,Northeast
10038,36,NY,New York,Northeast
10039,36,NY,New York,Northeast
10040,36,NY,New York,Northeast
10044,36,NY,New York,Northeast
10065,36,NY,New York,Northeast
10069,36,NY,New York,Northeast
10075,36,NY,New York,Northeast
10103,36,NY,New York,Northeast
10110,36,NY,New York,Northeast
10111,36,NY,New York,Northeast
10112,36,NY,New York,Northeast
10115,36,NY,New York,Northeast
10119,36,NY,New York,Northeast
10128,36,NY,New York,Northeast
10152,36,NY,New York,Northeast
10153,36,NY,New York,Northeast
10154,36,NY,New York,Northeast
10162,36,NY,New York,Northeast
10165,36,NY,New York,Northeast
10167,36,NY,New York,Northeast
10168,36,NY,New York,Northeast
10169,36,NY,New York,Northeast
10170,36,NY,New York,Northeast
10171,36,NY,New York,Northeast
10172,36,NY,New York,Northeast
10173,36,NY,New York,Northeast
10174,36,NY,New York,Northeast
10177,36,NY,New York,Northeast
10199,36,NY,New York,Northeast
10271,36,NY,New York,Northeast
10278,36,NY,New York,Northeast
10279,36,NY,New York,Northeast
10280,36,NY,New York,Northeast
10282,36,NY,New York,Northeast
10301,36,NY,New York,Northeast
10302,36,NY,New York,Northeast
10303,36,NY,New York,Northeast
10304,36,NY,New York,Northeast
10305,36,NY,New York,Northeast
10306,36,NY,New York,Northeast
10307,36,NY,New York,Northeast
10308,36,NY,New York,Northeast
10309,36,NY,New York,Northeast
10310,36,NY,New York,Northeast
10311,36,NY,New York,Northeast
10312,36,NY,New York,Northeast
10314,36,NY,New York,Northeast
10451,36,NY,New York,Northeast
10452,36,NY,New York,Northeast
10453,36,NY,New York,Northeast
10454,36,NY,New York,Northeast
10455,36,NY,New York,Northeast
10456,36,NY,New York,Northeast
10457,36,NY,New York,Northeast
10458,36,NY,New York,Northeast
10459,36,NY,New York,Northeast
10460,36,NY,New York,Northeast
10461,36,NY,New York,Northeast
10462,36,NY,New York,Northeast
10463,36,NY,New York,Northeast
10464,36,NY,New York,Northeast
10465,36,NY,New York,Northeast
10466,36,NY,New York,Northeast
10467,36,NY,New York,Northeast
10468,36,NY,New York,Northeast
10469,36,NY,New York,Northeast
10470,36,NY,New York,Northeast
10471,36,NY,New York,Northeast
10472,36,NY,New York,Northeast
10473,36,NY,New York,Northeast
10474,36,NY,New York,Northeast
10475,36,NY,New York,Northeast
10501,36,NY,New York,Northeast
10502,36,NY,New York,Northeast
10503,36,NY,New York,Northeast
10504,36,NY,New York,Northeast
10505,36,NY,New York,Northeast
10506,36,NY,New York,Northeast
10507,36,NY,New York,Northeast
10509,36,NY,New York,Northeast
10510,36,NY,New York,Northeast
10511,36,NY,New York,Northeast
10512,36,NY,New York,Northeast
10514,36,NY,New York,Northeast
10516,36,NY,New York,Northeast
10517,36,NY,New York,Northeast
10518,36,NY,New York,Northeast
10519,36,NY,New York,Northeast
10520,36,NY,New York,Northeast
10522,36,NY,New York,Northeast
10523,36,NY,New York,Northeast
10524,36,NY,New York,Northeast
10526,36,NY,New York,Northeast
10527,36,NY,New York,Northeast
10528,36,NY,New York,Northeast
10530,36,NY,New York,Northeast
10532,36,NY,New York,Northeast
10533,36,NY,New York,Northeast
10535,36,NY,New York,Northeast
10536,36,NY,New York,Northeast
10537,36,NY,New York,Northeast
10538,36,NY,New York,Northeast
10541,36,NY,New York,Northeast
10543,36,NY,New York,Northeast
10545,36,NY,New York,Northeast
10546,36,NY,New York,Northeast
10547,36,NY,New York,Northeast
10548,36,NY,New York,Northeast
10549,36,NY,New York,Northeast
10550,36,NY,New York,Northeast
10552,36,NY,New York,Northeast
10553,36,NY,New York,Northeast
10560,36,NY,New York,Northeast
10562,36,NY,New York,Northeast
10566,36,NY,New York,Northeast
10567,36,NY,New York,Northeast
10570,36,NY,New York,Northeast
10573,36,NY,New York,Northeast
10576,36,NY,New York,Northeast
10577,36,NY,New York,Northeast
10578,36,NY,New York,Northeast
10579,36,NY,New York,Northeast
10580,36,NY,New York,Northeast
10583,36,NY,New York,Northeast
10588,36,NY,New York,Northeast
10589,36,NY,New York,Northeast
10590,36,NY,New York,Northeast
10591,36,NY,New York,Northeast
10594,36,NY,New York,Northeast
10595,36,NY,New York,Northeast
10596,36,NY,New York,Northeast
10597,36,NY,New York,Northeast
10598,36,NY,New York,Northeast
10601,36,NY,New York,Northeast
10603,36,NY,New York,Northeast
10604,36,NY,New York,Northeast
10605,36,NY,New York,Northeast
10606,36,NY,New York,Northeast
10607,36,NY,New York,Northeast
10701,36,NY,New York,Northeast
10703,36,NY,New York,Northeast
10704,36,NY,New York,Northeast
10705,36,NY,New York,Northeast
10706,36,NY,New York,Northeast
10707,36,NY,New York,Northeast
10708,36,NY,New York,Northeast
10709,36,NY,New York,Northeast
10710,36,NY,New York,Northeast
10801,36,NY,New York,Northeast
10803,36,NY,New York,Northeast
10804,36,NY,New York,Northeast
10805,36,NY,New York,Northeast
10901,36,NY,New York,Northeast
10910,36,NY,New York,Northeast
10911,36,NY,New York,Northeast
10913,36,NY,New York,Northeast
10914,36,NY,New York,Northeast
10915,36,NY,New York,Northeast
10916,36,NY,New York,Northeast
10917,36,NY,New York,Northeast
10918,36,NY,New York,Northeast
10919,36,NY,New York,Northeast
10920,36,NY,New York,Northeast
10921,36,NY,New York,Northeast
10922,36,NY,New York,Northeast
10923,36,NY,New York,Northeast
10924,36,NY,New York,Northeast
10925,36,NY,New York,Northeast
10926,36,NY,New York,Northeast
10927,36,NY,New York,Northeast
10928,36,NY,New York,Northeast
10930,36,NY,New York,Northeast
10931,36,NY,New York,Northeast
10932,36,NY,New York,Northeast
10933,36,NY,New York,Northeast
10940,36,NY,New York,Northeast
10941,36,NY,New York,Northeast
10950,36,NY,New York,Northeast
10952,36,NY,New York,Northeast
10953,36,NY,New York,Northeast
10954,36,NY,New York,Northeast
10956,36,NY,New York,Northeast
10958,36,NY,New York,Northeast
10960,36,NY,New York,Northeast
10962,36,NY,New York,Northeast
10963,36,NY,New York,Northeast
10964,36,NY,New York,Northeast
10965,36,NY,New York,Northeast
10968,36,NY,New York,Northeast
10969,36,NY,New York,Northeast
10970,36,NY,New York,Northeast
10973,36,NY,New York,Northeast
10974,36,NY,New York,Northeast
10975,36,NY,New York,Northeast
10976,36,NY,New York,Northeast
10977,36,NY,New York,Northeast
10979,36,NY,New York,Northeast
10980,36,NY,New York,Northeast
10983,36,NY,New York,Northeast
10984,36,NY,New York,Northeast
10985,36,NY,New York,Northeast
10986,36,NY,New York,Northeast
10987,36,NY,New York,Northeast
10988,36,NY,New York,Northeast
10989,36,NY,New York,Northeast
10990,36,NY,New York,Northeast
10992,36,NY,New York,Northeast
10993,36,NY,New York,Northeast
10994,36,NY,New York,Northeast
10996,36,NY,New York,Northeast
10998,36,NY,New York,Northeast
11001,36,NY,New York,Northeast
11003,36,NY,New York,Northeast
11004,36,NY,New York,Northeast
11005,36,NY,New York,Northeast
11010,36,NY,New York,Northeast
11020,36,NY,New York,Northeast
11021,36,NY,New York,Northeast
11023,36,NY,New York,Northeast
11024,36,NY,New York,Northeast
11030,36,NY,New York,Northeast
11040,36,NY,New York,Northeast
11042,36,NY,New York,Northeast
11050,36,NY,New York,Northeast
11096,36,NY,New York,Northeast
11101,36,NY,New York,Northeast
11102,36,NY,New York,Northeast
11103,36,NY,New York,Northeast
11104,36,NY,New York,Northeast
11105,36,NY,New York,Northeast
11106,36,NY,New York,Northeast
11109,36,NY,New York,Northeast
11201,36,NY,New York,Northeast
11203,36,NY,New York,Northeast
11204,36,NY,New York,Northeast
11205,36,NY,New York,Northeast
11206,36,NY,New York,Northeast
11207,36,NY,New York,Northeast
11208,36,NY,New York,Northeast
11209,36,NY,New York,Northeast
11210,36,NY,New York,Northeast
11211,36,NY,New York,Northeast
11212,36,NY,New York,Northeast
11213,36,NY,New York,Northeast
11214,36,NY,New York,Northeast
11215,36,NY,New York,Northeast
11216,36,NY,New York,Northeast
11217,36,NY,New York,Northeast
11218,36,NY,New York,Northeast
11219,36,NY,New York,Northeast
11220,36,NY,New York,Northeast
11221,36,NY,New York,Northeast
11222,36,NY,New York,Northeast
11223,36,NY,New York,Northeast
11224,36,NY,New York,Northeast
11225,36,NY,New York,Northeast
11226,36,NY,New York,Northeast
11228,36,NY,New York,Northeast
11229,36,NY,New York,Northeast
11230,36,NY,New York,Northeast
11231,36,NY,New York,Northeast
11232,36,NY,New York,Northeast
11233,36,NY,New York,Northeast
11234,36,NY,New York,Northeast
11235,36,NY,New York,Northeast
11236,36,NY,New York,Northeast
11237,36,NY,New York,Northeast
11238,36,NY,New York,Northeast
11239,36,NY,New York,Northeast
11351,36,NY,New York,Northeast
11354,36,NY,New York,Northeast
11355,36,NY,New York,Northeast
11356,36,NY,New York,Northeast
11357,36,NY,New York,Northeast
11358,36,NY,New York,Northeast
11359,36,NY,New York,Northeast
11360,36,NY,New York,Northeast
11361,36,NY,New York,Northeast
11362,36,NY,New York,Northeast
11363,36,NY,New York,Northeast
11364,36,NY,New York,Northeast
11365,36,NY,New York,Northeast
11366,36,NY,New York,Northeast
11367,36,NY,New York,Northeast
11368,36,NY,New York,Northeast
11369,36,NY,New York,Northeast
11370,36,NY,New York,Northeast
11371,36,NY,New York,Northeast
11372,36,NY,New York,Northeast
11373,36,NY,New York,Northeast
11374,36,NY,New York,Northeast
11375,36,NY,New York,Northeast
11377,36,NY,New York,Northeast
11378,36,NY,New York,Northeast
11379,36,NY,New York,Northeast
11385,36,NY,New York,Northeast
11411,36,NY,New York,Northeast
11412,36,NY,New York,Northeast
11413,36,NY,New York,Northeast
11414,36,NY,New York,Northeast
11415,36,NY,New York,Northeast
11416,36,NY,New York,Northeast
11417,36,NY,New York,Northeast
11418,36,NY,New York,Northeast
11419,36,NY,New York,Northeast
11420,36,NY,New York,Northeast
11421,36,NY,New York,Northeast
11422,36,NY,New York,Northeast
11423,36,NY,New York,Northeast
11424,36,NY,New York,Northeast
11425,36,NY,New York,Northeast
11426,36,NY,New York,Northeast
11427,36,NY,New York,Northeast
11428,36,NY,New York,Northeast
11429,36,NY,New York,Northeast
11430,36,NY,New York,Northeast
11432,36,NY,New York,Northeast
11433,36,NY,New York,Northeast
11434,36,NY,New York,Northeast
11435,36,NY,New York,Northeast
11436,36,NY,New York,Northeast
11451,36,NY,New York,Northeast
11501,36,NY,New York,Northeast
11507,36,NY,New York,Northeast
11509,36,NY,New York,Northeast
11510,36,NY,New York,Northeast
11514,36,NY,New York,Northeast
11516,36,NY,New York,Northeast
11518,36,NY,New York,Northeast
11520,36,NY,New York,Northeast
11530,36,NY,New York,Northeast
11542,36,NY,New York,Northeast
11545,36,NY,New York,Northeast
11547,36,NY,New York,Northeast
11548,36,NY,New York,Northeast
11549,36,NY,New York,Northeast
11550,36,NY,New York,Northeast
11552,36,NY,New York,Northeast
11553,36,NY,New York,Northeast
11554,36,NY,New York,Northeast
11556,36,NY,New York,Northeast
11557,36,NY,New York,Northeast
11558,36,NY,New York,Northeast
11559,36,NY,New York,Northeast
11560,36,NY,New York,Northeast
11561,36,NY,New York,Northeast
11563,36,NY,New York,Northeast
11565,36,NY,New York,Northeast
11566,36,NY,New York,Northeast
11568,36,NY,New York,Northeast
11569,36,NY,New York,Northeast
11570,36,NY,New York,Northeast
11572,36,NY,New York,Northeast
11575,36,NY,New York,Northeast
11576,36,NY,New York,Northeast
11577,36,NY,New York,Northeast
11579,36,NY,New York,Northeast
11580,36,NY,New York,Northeast
11581,36,NY,New York,Northeast
11590,36,NY,New York,Northeast
11596,36,NY,New York,Northeast
11598,36,NY,New York,Northeast
11691,36,NY,New York,Northeast
11692,36,NY,New York,Northeast
11693,36,NY,New York,Northeast
11694,36,NY,New York,Northeast
11697,36,NY,New York,Northeast
11701,36,NY,New York,Northeast
11702,36,NY,New York,Northeast
11703,36,NY,New York,Northeast
11704,36,NY,New York,Northeast
11705,36,NY,New York,Northeast
11706,36,NY,New York,Northeast
11709,36,NY,New York,Northeast
11710,36,NY,New York,Northeast
11713,36,NY,New York,Northeast
11714,36,NY,New York,Northeast
11715,36,NY,New York,Northeast
11716,36,NY,New York,Northeast
11717,36,NY,New York,Northeast
11718,36,NY,New York,Northeast
11719,36,NY,New York,Northeast
11720,36,NY,New York,Northeast
11721,36,NY,New York,Northeast
11722,36,NY,New York,Northeast
11724,36,NY,New York,Northeast
11725,36,NY,New York,Northeast
11726,36,NY,New York,Northeast
11727,36,NY,New York,Northeast
11729,36,NY,New York,Northeast
11730,36,NY,New York,Northeast
11731,36,NY,New York,Northeast
11732,36,NY,New York,Northeast
11733,36,NY,New York,Northeast
11735,36,NY,New York,Northeast
11738,36,NY,New York,Northeast
11739,36,NY,New York,Northeast
11740,36,NY,New York,Northeast
11741,36,NY,New York,Northeast
11742,36,NY,New York,Northeast
11743,36,NY,New York,Northeast
11746,36,NY,New York,Northeast
11747,36,NY,New York,Northeast
11749,36,NY,New York,Northeast
11751,36,NY,New York,Northeast
11752,36,NY,New York,Northeast
11753,36,NY,New York,Northeast
11754,36,NY,New York,Northeast
11755,36,NY,New York,Northeast
11756,36,NY,New York,Northeast
11757,36,NY,New York,Northeast
11758,36,NY,New York,Northeast
11762,36,NY,New York,Northeast
11763,36,NY,New York,Northeast
11764,36,NY,New York,Northeast
11765,36,NY,New York,Northeast
11766,36,NY,New York,Northeast
11767,36,NY,New York,Northeast
11768,36,NY,New York,Northeast
11769,36,NY,New York,Northeast
11770,36,NY,New York,Northeast
11771,36,NY,New York,Northeast
11772,36,NY,New York,Northeast
11776,36,NY,New York,Northeast
11777,36,NY,New York,Northeast
11778,36,NY,New York,Northeast
11779,36,NY,New York,Northeast
11780,36,NY,New York,Northeast
11782,36,NY,New York,Northeast
11783,36,NY,New York,Northeast
11784,36,NY,New York,Northeast
11786,36,NY,New York,Northeast
11787,36,NY,New York,Northeast
11788,36,NY,New York,Northeast
11789,36,NY,New York,Northeast
11790,36,NY,New York,Northeast
11791,36,NY,New York,Northeast
11792,36,NY,New York,Northeast
11793,36,NY,New York,Northeast
11794,36,NY,New York,Northeast
11795,36,NY,New York,Northeast
11796,36,NY,New York,Northeast
11797,36,NY,New York,Northeast
11798,36,NY,New York,Northeast
11801,36,NY,New York,Northeast
11803,36,NY,New York,Northeast
11804,36,NY,New York,Northeast
11901,36,NY,New York,Northeast
11930,36,NY,New York,Northeast
11931,36,NY,New York,Northeast
11932,36,NY,New York,Northeast
11933,36,NY,New York,Northeast
11934,36,NY,New York,Northeast
11935,36,NY,New York,Northeast
11937,36,NY,New York,Northeast
11939,36,NY,New York,Northeast
11940,36,NY,New York,Northeast
11941,36,NY,New York,Northeast
11942,36,NY,New York,Northeast
11944,36,NY,New York,Northeast
11946,36,NY,New York,Northeast
11947,36,NY,New York,Northeast
11948,36,NY,New York,Northeast
11949,36,NY,New York,Northeast
11950,36,NY,New York,Northeast
11951,36,NY,New York,Northeast
11952,36,NY,New York,Northeast
11953,36,NY,New York,Northeast
11954,36,NY,New York,Northeast
11955,36,NY,New York,Northeast
11956,36,NY,New York,Northeast
11957,36,NY,New York,Northeast
11958,36,NY,New York,Northeast
11959,36,NY,New York,Northeast
11960,36,NY,New York,Northeast
11961,36,NY,New York,Northeast
11962,36,NY,New York,Northeast
11963,36,NY,New York,Northeast
11964,36,NY,New York,Northeast
11965,36,NY,New York,Northeast
11967,36,NY,New York,Northeast
11968,36,NY,New York,Northeast
11970,36,NY,New York,Northeast
11971,36,NY,New York,Northeast
11972,36,NY,New York,Northeast
11973,36,NY,New York,Northeast
11975,36,NY,New York,Northeast
11976,36,NY,New York,Northeast
11977,36,NY,New York,Northeast
11978,36,NY,New York,Northeast
11980,36,NY,New York,Northeast
12007,36,NY,New York,Northeast
12008,36,NY,New York,Northeast
12009,36,NY,New York,Northeast
12010,36,NY,New York,Northeast
12015,36,NY,New York,Northeast
12017,36,NY,New York,Northeast
12018,36,NY,New York,Northeast
12019,36,NY,New York,Northeast
12020,36,NY,New York,Northeast
12022,36,NY,New York,Northeast
12023,36,NY,New York,Northeast
12024,36,NY,New York,Northeast
12025,36,NY,New York,Northeast
12027,36,NY,New York,Northeast
12028,36,NY,New York,Northeast
12029,36,NY,New York,Northeast
12031,36,NY,New York,Northeast
12032,36,NY,New York,Northeast
12033,36,NY,New York,Northeast
12035,36,NY,New York,Northeast
12036,36,NY,New York,Northeast
12037,36,NY,New York,Northeast
12040,36,NY,New York,Northeast
12041,36,NY,New York,Northeast
12042,36,NY,New York,Northeast
12043,36,NY,New York,Northeast
12045,36,NY,New York,Northeast
12046,36,NY,New York,Northeast
12047,36,NY,New York,Northeast
12051,36,NY,New York,Northeast
12052,36,NY,New York,Northeast
12053,36,NY,New York,Northeast
12054,36,NY,New York,Northeast
12056,36,NY,New York,Northeast
12057,36,NY,New York,Northeast
12058,36,NY,New York,Northeast
12059,36,NY,New York,Northeast
12060,36,NY,New York,Northeast
12061,36,NY,New York,Northeast
12062,36,NY,New York,Northeast
12063,36,NY,New York,Northeast
12064,36,NY,New York,Northeast
12065,36,NY,New York,Northeast
12066,36,NY,New York,Northeast
12067,36,NY,New York,Northeast
12068,36,NY,New York,Northeast
12069,36,NY,New York,Northeast
12070,36,NY,New York,Northeast
12071,36,NY,New York,Northeast
12072,36,NY,New York,Northeast
12074,36,NY,New York,Northeast
12075,36,NY,New York,Northeast
12076,36,NY,New York,Northeast
12077,36,NY,New York,Northeast
12078,36,NY,New York,Northeast
12083,36,NY,New York,Northeast
12084,36,NY,New York,Northeast
12085,36,NY,New York,Northeast
12086,36,NY,New York,Northeast
12087,36,NY,New York,Northeast
12089,36,NY,New York,Northeast
12090,36,NY,New York,Northeast
12092,36,NY,New York,Northeast
12093,36,NY,New York,Northeast
12094,36,NY,New York,Northeast
12095,36,NY,New York,Northeast
12106,36,NY,New York,Northeast
12108,36,NY,New York,Northeast
12110,36,NY,New York,Northeast
12115,36,NY,New York,Northeast
12116,36,NY,New York,Northeast
12117,36,NY,New York,Northeast
12118,36,NY,New York,Northeast
12120,36,NY,New York,Northeast
12121,36,NY,New York,Northeast
12122,36,NY,New York,Northeast
12123,36,NY,New York,Northeast
12124,36,NY,New York,Northeast
12125,36,NY,New York,Northeast
12130,36,NY,New York,Northeast
12131,36,NY,New York,Northeast
12132,36,NY,New York,Northeast
12134,36,NY,New York,Northeast
12136,36,NY,New York,Northeast
12137,36,NY,New York,Northeast
12138,36,NY,New York,Northeast
12139,36,NY,New York,Northeast
12140,36,NY,New York,Northeast
12143,36,NY,New York,Northeast
12144,36,NY,New York,Northeast
12147,36,NY,New York,Northeast
12148,36,NY,New York,Northeast
12149,36,NY,New York,Northeast
12150,36,NY,New York,Northeast
12151,36,NY,New York,Northeast
12153,36,NY,New York,Northeast
12154,36,NY,New York,Northeast
12155,36,NY,New York,Northeast
12156,36,NY,New York,Northeast
12157,36,NY,New York,Northeast
12158,36,NY,New York,Northeast
12159,36,NY,New York,Northeast
12160,36,NY,New York,Northeast
12161,36,NY,New York,Northeast
12164,36,NY,New York,Northeast
12165,36,NY,New York,Northeast
12166,36,NY,New York,Northeast
12167,36,NY,New York,Northeast
12168,36,NY,New York,Northeast
12169,36,NY,New York,Northeast
12170,36,NY,New York,Northeast
12172,36,NY,New York,Northeast
12173,36,NY,New York,Northeast
12174,36,NY,New York,Northeast
12175,36,NY,New York,Northeast
12176,36,NY,New York,Northeast
12177,36,NY,New York,Northeast
12180,36,NY,New York,Northeast
12182,36,NY,New York,Northeast
12183,36,NY,New York,Northeast
12184,36,NY,New York,Northeast
12185,36,NY,New York,Northeast
12186,36,NY,New York,Northeast
12187,36,NY,New York,Northeast
12188,36,NY,New York,Northeast
12189,36,NY,New York,Northeast
12190,36,NY,New York,Northeast
12192,36,NY,New York,Northeast
12193,36,NY,New York,Northeast
12194,36,NY,New York,Northeast
12195,36,NY,New York,Northeast
12196,36,NY,New York,Northeast
12197,36,NY,New York,Northeast
12198,36,NY,New York,Northeast
12202,36,NY,New York,Northeast
12203,36,NY,New York,Northeast
12204,36,NY,New York,Northeast
12205,36,NY,New York,Northeast
12206,36,NY,New York,Northeast
12207,36,NY,New York,Northeast
12208,36,NY,New York,Northeast
12209,36,NY,New York,Northeast
12210,36,NY,New York,Northeast
12211,36,NY,New York,Northeast
12222,36,NY,New York,Northeast
12302,36,NY,New York,Northeast
12303,36,NY,New York,Northeast
12304,36,NY,New York,Northeast
12305,36,NY,New York,Northeast
12306,36,NY,New York,Northeast
12307,36,NY,New York,Northeast
12308,36,NY,New York,Northeast
12309,36,NY,New York,Northeast
12401,36,NY,New York,Northeast
12404,36,NY,New York,Northeast
12405,36,NY,New York,Northeast
12406,36,NY,New York,Northeast
12407,36,NY,New York,Northeast
12409,36,NY,New York,Northeast
12410,36,NY,New York,Northeast
12411,36,NY,New York,Northeast
12412,36,NY,New York,Northeast
12413,36,NY,New York,Northeast
12414,36,NY,New York,Northeast
12416,36,NY,New York,Northeast
12417,36,NY,New York,Northeast
12418,36,NY,New York,Northeast
12419,36,NY,New York,Northeast
12420,36,NY,New York,Northeast
12421,36,NY,New York,Northeast
